id,userId,radarData,answers,createdAt
"cmksboflf000311ou4wdhq829","1","[{""subject"":""회복탄력성"",""A"":4,""fullMark"":5},{""subject"":""성취자부심"",""A"":4,""fullMark"":5},{""subject"":""긍정적 영향"",""A"":5,""fullMark"":5},{""subject"":""소속감"",""A"":3.5,""fullMark"":5},{""subject"":""잠재력"",""A"":1,""fullMark"":5},{""subject"":""성장기대"",""A"":4,""fullMark"":5}]","{}","""2026-01-24T13:05:25.491Z"""
